date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 4,home,Laney,L,10-6,10,6,4,win,20120204_pgtf,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Feb 5,home,Laney,L,11-1,11,1,10,win,20120205_77g6,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Feb 9,home,Los Medanos,L,8-1,8,1,7,win,20120209_u9zq,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Feb 14,home,Napa,L,13-10,13,10,3,win,20120214_3691,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Feb 25,home,Gavilan,W,4-1,4,1,3,win,20120225_yayv,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Feb 28,home,Mission,L,6-4,6,4,2,win,20120228_c87i,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 1,home,San Mateo,L,5-2,5,2,3,win,20120301_dyt6,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 2,home,Skyline,L,8-4,8,4,4,win,20120302_bjva,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 6,home,De Anza,L,2-0,2,0,2,win,20120306_gc53,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 9,home,Mission,L,14-0,14,0,14,win,20120309_cls3,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 17,home,West Valley,L,14-1,14,1,13,win,20120317_e6zf,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 22,home,Chabot,L,14-0,14,0,14,win,20120322_9umw,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 23,home,De Anza,W,5-4,5,4,1,win,20120323_dbcx,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Mar 28,home,Mission,L,9-0,9,0,9,win,20120328_7znb,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Apr 3,home,Cabrillo,L,7-6,7,6,1,win,20120403_p14q,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
Apr 23,home,Chabot,L,14-0,14,0,14,win,20120423_cpqv,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,San Francisco,sanfrancisco,shanehamashigebo1k,Shane Hamashige
