date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Feather River,W,5-3,5,3,2,win,20160128_w0pk,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Jan 30,home,Allan Hancock,L,8-5,8,5,3,win,20160130_3ch3,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Feb 6,home,Moorpark,W,5-4,5,4,1,win,20160206_75gk,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Feb 9,home,Allan Hancock,W,5-2,5,2,3,win,20160209_2q74,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 3,home,Pasadena City,W,10-4,10,4,6,win,20160303_g8wo,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 10,home,LA Mission,W,10-9,10,9,1,win,20160310_9fdu,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 12,home,LA Mission,L,9-2,9,2,7,win,20160312_ewvg,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 15,home,Glendale,L,5-3,5,3,2,win,20160315_glzo,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 17,home,Glendale,W,6-5,6,5,1,win,20160317_4m4e,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 18,home,Glendale,L,14-9,14,9,5,win,20160318_gofa,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 22,home,Sequoias,W,10-4,10,4,6,win,20160322_yhsb,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 23,home,Reedley,L,12-4,12,4,8,win,20160323_gywj,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 24,home,Saddleback,W,4-3,4,3,1,win,20160324_3cyd,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 29,home,Antelope Valley,W,4-1,4,1,3,win,20160329_z86d,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Mar 31,home,Antelope Valley,W,6-1,6,1,5,win,20160331_i6i4,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 2,home,Antelope Valley,W,6-1,6,1,5,win,20160402_se8b,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 5,home,West LA,L,11-1,11,1,10,win,20160405_bco9,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 12,home,Canyons,L,13-3,13,3,10,win,20160412_kcci,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 19,home,LA Valley,W,7-0,7,0,7,win,20160419_vdqd,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 21,home,LA Valley,W,7-3,7,3,4,win,20160421_xw6t,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 23,home,LA Valley,W,7-3,7,3,4,win,20160423_93gj,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 26,home,Citrus,W,5-3,5,3,2,win,20160426_e9sz,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 28,home,Citrus,W,5-2,5,2,3,win,20160428_ojyn,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
Apr 29,home,Citrus,W,4-3,4,3,1,win,20160429_1jb4,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
May 6,home,Long Beach,W,5-2,5,2,3,win,20160506_jl39,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
May 7,home,Long Beach,W,3-0,3,0,3,win,20160507_5swa,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
May 13,home,Grossmont,L,5-2,5,2,3,win,20160513_vfhl,0,0,0,0,0.0,,,,0.00,,,2016,,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer
