date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 18,home,Redwoods,W,12-11,12,11,1,win,20220218_grvk,1,0,0,0,2.1,6,5,4,15.43,0,1,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Feb 26,home,De Anza,W,12-11,12,11,1,win,20220226_d4fj,0,1,0,1,6.0,2,1,1,1.50,3,5,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Mar 15,home,Laney,L,6-2,6,2,4,win,20220315_hnvi,0,0,0,0,0.1,,,,0.00,,,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Mar 17,home,Laney,W,17-8,17,8,9,win,20220317_3fla,1,1,0,0,8.0,16,8,7,7.88,1,8,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Mar 22,home,Contra Costa,W,10-6,10,6,4,win,20220322_0qbg,0,0,0,1,1.1,,,,0.00,,1,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Mar 25,home,Contra Costa,W,13-10,13,10,3,win,20220325_ygwo,1,0,0,0,5.1,13,9,6,10.13,3,5,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Mar 31,home,Mendocino,W,10-9,10,9,1,win,20220331_0y86,0,1,0,0,3.2,4,1,,0.00,1,2,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 2,home,Mendocino,L,13-3,13,3,10,win,20220402_zr2w,1,0,1,0,5.0,7,6,5,9.00,3,3,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 7,home,Solano,W,9-8,9,8,1,win,20220407_o8a7,1,0,0,0,8.2,10,7,4,4.15,5,10,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 13,home,Yuba,L,6-4,6,4,2,win,20220413_38zd,0,0,1,0,2.2,6,3,3,10.13,1,1,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 18,home,Yuba,L,25-6,25,6,19,win,20220418_g1g1,1,0,1,0,3.0,6,4,4,12.00,1,1,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 22,home,Los Medanos,L,14-2,14,2,12,win,20220422_7k9e,1,0,1,0,3.0,11,11,9,27.00,2,0,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 26,home,Marin,L,12-5,12,5,7,win,20220426_66wn,0,0,0,0,2.0,2,,,0.00,,3,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
Apr 28,home,Marin,L,4-3,4,3,1,win,20220428_lxug,0,0,1,0,2.1,3,1,1,3.86,2,3,2022,2021-22,Napa Valley,napavalley,owenschnaiblepajq,Owen Schnaible
