date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Mission,W,5-3,5,3,2,win,20180126_b21u,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Jan 27,home,Ohlone,L,12-1,12,1,11,win,20180127_wczi,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 1,home,Marin,L,5-1,5,1,4,win,20180201_aqra,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 3,home,Marin,L,8-4,8,4,4,win,20180203_lncr,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 6,home,Napa Valley,W,9-2,9,2,7,win,20180206_4mi5,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 8,home,San Mateo,W,6-1,6,1,5,win,20180208_m9tp,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 10,home,San Mateo,L,12-11,12,11,1,win,20180210_rd5v,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 13,home,Mission,L,5-3,5,3,2,win,20180213_s7u4,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 15,home,Chabot,W,4-0,4,0,4,win,20180215_vxbu,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 17,home,Chabot,L,6-5,6,5,1,win,20180217_30eg,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 20,home,Merced,W,8-7,8,7,1,win,20180220_3k9o,0,0,0,1,0.2,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 21,home,Los Medanos,L,5-1,5,1,4,win,20180221_6vle,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 22,home,Los Medanos,L,21-11,21,11,10,win,20180222_dxd7,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 27,home,Folsom Lake,W,2-1,2,1,1,win,20180227_na79,0,0,0,1,1.0,1,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Feb 28,home,Folsom Lake,W,9-8,9,8,1,win,20180228_96kf,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 4,home,Folsom Lake,L,7-5,7,5,2,win,20180304_b8l2,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 6,home,Cosumnes River,W,7-2,7,2,5,win,20180306_u2wz,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 8,home,Cosumnes River,W,13-7,13,7,6,win,20180308_4tzp,0,0,0,0,1.0,,,,0.00,,1,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 10,home,Cosumnes River,L,12-4,12,4,8,win,20180310_hwzj,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 13,home,Sacramento City,L,4-2,4,2,2,win,20180313_lht4,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 17,home,Sacramento City,L,5-2,5,2,3,win,20180317_cslu,0,0,1,0,1.2,3,3,3,16.20,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 19,home,Sacramento City,L,12-1,12,1,11,win,20180319_0sdn,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 23,home,Sierra,L,4-3,4,3,1,win,20180323_2zgl,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 24,home,Sierra,L,22-12,22,12,10,win,20180324_sl9v,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 26,home,Sierra,W,6-4,6,4,2,win,20180326_hzra,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 27,home,Santa Rosa,W,4-1,4,1,3,win,20180327_nkou,0,0,0,1,1.0,2,0,0,0.00,0,1,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
Mar 29,home,Santa Rosa,L,11-7,11,7,4,win,20180329_ik89,0,0,0,0,0.0,,,,0.00,,,2018,,Diablo Valley,diablovalley,nicksimmons77o2,Nick Simmons
