date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 4,home,Cerritos,L,7-3,7,3,4,win,20160204_zqyo,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Feb 5,home,Rio Hondo,W,7-6,7,6,1,win,20160205_1in4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Feb 6,home,East Los Angeles,W,2-0,2,0,2,win,20160206_6d1k,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Feb 11,home,Ventura,L,10-2,10,2,8,win,20160211_xjxr,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Feb 13,home,Oxnard,W,7-4,7,4,3,win,20160213_bwkj,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Feb 25,home,Mt. San Jacinto,W,20-4,20,4,16,win,20160225_7v5w,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Mar 24,home,Mt. San Antonio,L,10-2,10,2,8,win,20160324_dx9k,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Mar 29,home,LA Valley,L,12-1,12,1,11,win,20160329_346y,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Mar 31,home,LA Valley,L,6-1,6,1,5,win,20160331_4y86,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Apr 12,home,LA Mission,L,9-8,9,8,1,win,20160412_daq2,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Apr 14,home,LA Mission,L,8-5,8,5,3,win,20160414_v5xs,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
Apr 16,home,LA Mission,L,5-2,5,2,3,win,20160416_soqt,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Citrus,citrus,cooperhughesp0j6,Cooper Hughes
