date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Southwestern,L,11-6,11,6,5,win,20170128_szmp,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Feb 7,home,Imperial Valley,W,34-3,34,3,31,win,20170207_raul,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Feb 10,home,Imperial Valley,W,14-4,14,4,10,win,20170210_uids,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Feb 14,home,Rio Hondo,L,9-2,9,2,7,win,20170214_xy19,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Feb 25,home,West Hills Coalinga,L,14-10,14,10,4,win,20170225_flnl,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Feb 28,home,Pasadena City,L,7-5,7,5,2,win,20170228_wiva,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 2,home,Cerro Coso,L,11-6,11,6,5,win,20170302_3wow,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 11,home,Glendale,L,20-1,20,1,19,win,20170311_ef63,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 14,home,Citrus,L,14-9,14,9,5,win,20170314_mef7,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 16,home,Barstow,W,11-10,11,10,1,win,20170316_vizr,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 18,home,Antelope Valley,L,8-7,8,7,1,win,20170318_rvrw,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 23,home,Canyons,L,7-0,7,0,7,win,20170323_09cv,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 24,home,Canyons,L,4-0,4,0,4,win,20170324_02fo,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 24,home,Canyons,L,17-5,17,5,12,win,20170324_nbgz,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 28,home,Glendale,L,14-13,14,13,1,win,20170328_x71i,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Mar 30,home,Glendale,L,5-2,5,2,3,win,20170330_r56e,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 1,home,Glendale,L,16-5,16,5,11,win,20170401_2fld,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 4,home,Citrus,L,19-6,19,6,13,win,20170404_351o,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 6,home,Citrus,L,6-5,6,5,1,win,20170406_wgg2,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 7,home,Citrus,W,5-3,5,3,2,win,20170407_xz4v,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 18,home,Barstow,L,18-8,18,8,10,win,20170418_ha47,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 20,home,Barstow,L,10-8,10,8,2,win,20170420_6d90,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 22,home,Barstow,W,18-15,18,15,3,win,20170422_5yhp,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
Apr 27,home,Antelope Valley,L,15-14,15,14,1,win,20170427_gtzi,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Victor Valley,victorvalley,jaredhudsonbellel3fo,Jared Hudson-Belle
