date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Solano,L,4-2,4,2,2,win,20200124_717j,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Jan 25,home,San Mateo,L,14-1,14,1,13,win,20200125_9o4d,0,0,0,0,1.0,1,,,0.00,,1,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Jan 29,home,Solano,W,15-9,15,9,6,win,20200129_cxlp,0,0,0,0,0.0,,1,1,INF,1,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 1,home,Hartnell,W,3-1,3,1,2,win,20200201_8e39,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 4,home,Monterey Peninsula,L,11-1,11,1,10,win,20200204_ggru,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 6,home,Monterey Peninsula,L,8-3,8,3,5,win,20200206_jiuo,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 8,home,Cabrillo,L,8-4,8,4,4,win,20200208_sjj8,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 14,home,West Valley,L,4-2,4,2,2,win,20200214_6sfd,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 15,home,Cabrillo,L,7-5,7,5,2,win,20200215_1f8z,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 18,home,Chabot,W,2-1,2,1,1,win,20200218_ls40,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Feb 28,home,Marin,L,3-2,3,2,1,win,20200228_70bp,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Mar 3,home,Folsom Lake,W,3-2,3,2,1,win,20200303_5bqt,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Mar 5,home,Folsom Lake,L,8-7,8,7,1,win,20200305_xi2f,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
Mar 10,home,Sacramento City,L,9-3,9,3,6,win,20200310_d11n,0,0,0,0,0.0,,,,0.00,,,2020,,Diablo Valley,diablovalley,keithwhitakerebn2,Keith Whitaker
