date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Barstow,W,10-4,10,4,6,win,20120203_1oyz,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Feb 7,home,Barstow,L,5-3,5,3,2,win,20120207_ks6n,0,0,0,0,0.2,0,0,0,0.00,0,1,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Feb 14,home,Compton,W,13-12,13,12,1,win,20120214_ra9v,0,0,0,0,3.1,6,4,2,5.40,4,2,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Feb 21,home,West LA,W,8-2,8,2,6,win,20120221_ao5e,0,0,0,0,1.0,1,0,0,0.00,0,0,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Feb 23,home,Compton,L,13-5,13,5,8,win,20120223_t30s,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Feb 24,home,El Camino,L,16-3,16,3,13,win,20120224_dr3n,0,0,0,0,0.0,1,4,4,INF,3,0,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Mar 13,home,Palomar,L,10-4,10,4,6,win,20120313_bgs3,0,0,0,0,2.0,5,4,2,9.00,1,2,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Mar 15,home,Palomar,W,5-4,5,4,1,win,20120315_80wo,1,0,0,0,6.0,7,4,2,3.00,0,3,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Mar 24,home,Grossmont,W,3-2,3,2,1,win,20120324_i0km,1,1,0,0,8.2,6,2,2,2.08,3,6,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Mar 30,home,Southwestern,L,7-3,7,3,4,win,20120330_hjw7,1,0,1,0,6.2,9,6,4,5.40,2,4,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Apr 6,home,San Diego Mesa,L,4-3,4,3,1,win,20120406_j18n,1,0,0,0,7.0,5,4,2,2.57,3,2,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Apr 12,home,San Diego City,L,11-1,11,1,10,win,20120412_980z,0,0,0,0,0.0,0,0,0,0.00,0,0,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Apr 14,home,San Diego City,L,14-3,14,3,11,win,20120414_q5pv,1,0,1,0,7.0,6,5,4,5.14,1,3,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Apr 17,home,Palomar,L,6-3,6,3,3,win,20120417_vyrj,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Apr 19,home,Grossmont,W,14-4,14,4,10,win,20120419_6er9,0,1,0,0,5.0,3,4,2,3.60,4,4,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
Apr 25,home,Mt. San Jacinto,L,12-5,12,5,7,win,20120425_q7b7,0,0,0,0,1.0,1,0,0,0.00,2,1,2012,2011-12,Imperial Valley,imperialvalley,carlosplascencia4j22,Carlos Plascencia
