date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Barstow,W,6-5,6,5,1,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Jan 28,home,Bakersfield,L,5-3,5,3,2,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Jan 29,home,Taft,L,9-4,9,4,5,win,20160129_yn2z,0,0,0,0,1.2,,,,0.00,1,1,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 5,home,American River,W,7-6,7,6,1,win,20160205_3pnj,0,0,0,0,0.0,,,,0.00,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 5,home,Cabrillo,W,7-6,7,6,1,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 6,home,Sierra,L,7-6,7,6,1,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 11,home,Yuba,W,4-1,4,1,3,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 12,home,Cabrillo,L,11-7,11,7,4,win,20160212_ghez,0,0,0,0,0.0,,,,0.00,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 13,home,West Valley,W,8-5,8,5,3,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 19,home,San Mateo,L,12-9,12,9,3,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
Feb 20,home,Canada,L,7-6,7,6,1,win,,,,,,,,,,,,,2016,,Feather River,featherriver,callenbeeson3qv3,Callen Beeson
