date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,Fresno City,W,3-1,3,1,2,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Jan 31,home,Fresno City,L,10-7,10,7,3,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 3,home,Chabot,L,10-2,10,2,8,win,20150203_pcua,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 5,home,Chabot,W,13-7,13,7,6,win,20150205_2a1i,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 9,home,Chabot,L,7-6,7,6,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 13,home,Canada,W,3-2,3,2,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 14,home,Canada,L,12-4,12,4,8,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 19,home,Butte,W,10-2,10,2,8,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 20,home,Butte,W,4-2,4,2,2,win,20150220_a6gb,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 21,home,Butte,W,9-3,9,3,6,win,20150221_hv9f,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 26,home,Santa Rosa,W,1-0,1,0,1,win,20150226_vn36,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Feb 28,home,Cabrillo,L,7-5,7,5,2,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 3,home,Diablo Valley,W,14-4,14,4,10,win,20150303_f5ch,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 5,home,Sierra,L,10-6,10,6,4,win,20150305_q4cf,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 7,home,Modesto,L,6-5,6,5,1,win,20150307_fuom,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 10,home,American River,L,2-1,2,1,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 12,home,American River,L,12-1,12,1,11,win,20150312_u2ru,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 14,home,American River,W,13-5,13,5,8,win,20150314_ts1b,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 17,home,Santa Rosa,L,6-3,6,3,3,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 19,home,Santa Rosa,L,9-6,9,6,3,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 21,home,Santa Rosa,L,8-1,8,1,7,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 24,home,Sierra,W,6-5,6,5,1,win,20150324_xeyz,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 26,home,Sierra,L,2-1,2,1,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 28,home,Sierra,L,5-4,5,4,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Mar 31,home,Diablo Valley,W,4-1,4,1,3,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 2,home,Diablo Valley,W,6-4,6,4,2,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 4,home,Diablo Valley,W,10-6,10,6,4,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 8,home,San Joaquin  Delta,L,2-1,2,1,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 9,home,San Joaquin  Delta,L,7-1,7,1,6,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 11,home,San Joaquin  Delta,W,7-5,7,5,2,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 14,home,Cosumnes River,L,12-8,12,8,4,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 16,home,Cosumnes River,L,9-4,9,4,5,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 17,home,Cosumnes River,L,8-7,8,7,1,win,,,,,,,,,,,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 21,home,Modesto,W,6-0,6,0,6,win,20150421_t32i,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 23,home,Modesto,W,5-4,5,4,1,win,20150423_kihm,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
Apr 24,home,Modesto,W,7-4,7,4,3,win,20150424_cyky,0,0,0,0,0.0,,,,0.00,,,2015,,Sacramento City,sacramentocity,nolanryanz6v2,Nolan Ryan
