date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 29,home,Laney,W,12-6,12,6,6,win,20150129_a9wz,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Jan 31,home,Cosumnes River,W,6-5,6,5,1,win,20150131_7itl,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Feb 3,home,Cosumnes River,L,11-6,11,6,5,win,20150203_7ev3,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Feb 12,home,Shasta,W,14-7,14,7,7,win,20150212_nr7o,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Feb 14,home,Shasta,W,7-2,7,2,5,win,20150214_awn9,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Feb 20,home,San Diego Mesa,W,5-3,5,3,2,win,20150220_zggm,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Feb 26,home,Hartnell,W,10-3,10,3,7,win,20150226_8y77,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Feb 27,home,San Francisco,W,2-1,2,1,1,win,20150227_n3oj,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Mar 7,home,Ohlone,L,3-2,3,2,1,win,20150307_it7z,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Mar 10,home,Chabot,W,9-5,9,5,4,win,20150310_4zhc,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Mar 19,home,Ohlone,L,11-3,11,3,8,win,20150319_i9ba,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Apr 11,home,San Mateo,W,2-1,2,1,1,win,20150411_vbso,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Apr 14,home,Ohlone,L,13-4,13,4,9,win,20150414_6lrp,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
Apr 18,home,Gavilan,L,8-0,8,0,8,win,20150418_aaqe,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,Skyline,skyline,shaneokeefe71wq,Shane O'Keefe
