date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,EC-Compton Center,L,7-5,7,5,2,win,20170127_8mu3,1,0,0,0,6.0,4,4,4,6.00,2,6,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Jan 28,home,Glendale,L,13-4,13,4,9,win,20170128_w9ww,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Feb 2,home,LA Harbor,L,9-4,9,4,5,win,20170202_1q96,1,0,0,0,6.0,6,4,3,4.50,5,1,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Feb 9,home,Antelope Valley,L,11-10,11,10,1,win,20170209_qy23,1,0,0,0,3.0,6,6,3,9.00,2,2,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Feb 16,home,Oxnard,L,9-6,9,6,3,win,20170216_vggy,1,0,0,0,7.0,4,0,0,0.00,4,0,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Feb 21,home,Moorpark,L,10-6,10,6,4,win,20170221_j0ie,0,0,0,0,1.0,,,,0.00,1,,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Feb 23,home,Canyons,L,4-3,4,3,1,win,20170223_z7lk,1,0,1,0,5.0,3,4,4,7.20,5,1,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Feb 28,home,Bakersfield,L,3-2,3,2,1,win,20170228_az9v,0,0,0,0,1.0,1,,,0.00,,,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Mar 2,home,LA Mission,L,8-2,8,2,6,win,20170302_g511,1,0,1,0,3.1,6,5,5,13.50,3,4,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Mar 7,home,West LA,L,5-2,5,2,3,win,20170307_qymg,0,0,0,0,0.0,2,1,1,INF,2,,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
Mar 14,home,LA Pierce,W,7-6,7,6,1,win,20170314_sm8p,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,LA Valley,lavalley,danielacosta5e36,Daniel Acosta
