date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Mar 6,home,Ohlone,L,2-1,2,1,1,win,20180306_rrgl,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Mar 8,home,Ohlone,L,6-2,6,2,4,win,20180308_llja,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Mar 17,home,Diablo Valley,W,5-2,5,2,3,win,20180317_cslu,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Mar 19,home,Diablo Valley,W,12-1,12,1,11,win,20180319_0sdn,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Mar 29,home,Modesto,W,9-2,9,2,7,win,20180329_py62,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Mar 30,home,Modesto,W,5-2,5,2,3,win,20180330_qoyn,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Apr 3,home,American River,L,6-5,6,5,1,win,20180403_t8kc,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Apr 5,home,American River,L,5-4,5,4,1,win,20180405_1hxh,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Apr 17,home,Santa Rosa,L,4-3,4,3,1,win,20180417_xn8q,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
Apr 19,home,Santa Rosa,L,5-4,5,4,1,win,20180419_zgbt,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Sacramento City,sacramentocity,paytonsimmons0jix,Payton Simmons
