date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Victor Valley,W,10-1,10,1,9,win,20180126_bav3,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Jan 27,home,Glendale,L,9-5,9,5,4,win,20180127_pxd1,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Jan 30,home,Fullerton,W,4-0,4,0,4,win,20180130_663y,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 1,home,Mt. San Jacinto,W,15-4,15,4,11,win,20180201_r6w3,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 3,home,San Diego Mesa,W,6-2,6,2,4,win,20180203_h9u4,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 3,home,San Diego Mesa,L,8-7,8,7,1,win,20180203_4js8,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 7,home,Cypress,L,2-1,2,1,1,win,20180207_tvc3,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 9,home,Orange Coast,W,10-8,10,8,2,win,20180209_n34k,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 13,home,Santa Ana,W,7-5,7,5,2,win,20180213_38bz,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 15,home,Santa Ana,W,13-10,13,10,3,win,20180215_ajaf,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 17,home,LA Mission,L,8-6,8,6,2,win,20180217_stim,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 20,home,Ventura,W,6-5,6,5,1,win,20180220_k4gz,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 23,home,Riverside,L,1-0,1,0,1,win,20180223_891z,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Feb 24,home,Riverside,W,17-1,17,1,16,win,20180224_gl19,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 1,home,LA Harbor,W,5-4,5,4,1,win,20180301_te3x,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 5,home,LA Harbor,W,6-3,6,3,3,win,20180305_6amc,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 6,home,El Camino,L,9-1,9,1,8,win,20180306_00oc,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 8,home,El Camino,W,7-3,7,3,4,win,20180308_jtf1,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 13,home,Long Beach,W,4-1,4,1,3,win,20180313_x1qe,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 15,home,Cerritos,W,4-3,4,3,1,win,20180315_reii,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 17,home,Cerritos,W,5-3,5,3,2,win,20180317_yp3i,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 20,home,Pasadena City,W,8-0,8,0,8,win,20180320_96av,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 23,home,Pasadena City,L,7-6,7,6,1,win,20180323_hx1d,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 24,home,Pasadena City,W,9-0,9,0,9,win,20180324_8w8k,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 27,home,Citrus,W,11-3,11,3,8,win,20180327_nfck,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 29,home,Citrus,W,10-1,10,1,9,win,20180329_frx2,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Mar 31,home,Taft,L,12-8,12,8,4,win,20180331_7igx,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 3,home,Chaffey,W,9-3,9,3,6,win,20180403_v0t6,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 5,home,Chaffey,L,9-7,9,7,2,win,20180405_p4z6,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 10,home,Compton,W,15-2,15,2,13,win,20180410_ge3m,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 12,home,Compton,W,13-5,13,5,8,win,20180412_4bu1,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 17,home,Rio Hondo,W,13-0,13,0,13,win,20180417_e5uj,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 19,home,Rio Hondo,W,7-3,7,3,4,win,20180419_sm5i,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 21,home,Rio Hondo,L,7-6,7,6,1,win,20180421_t0zf,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
Apr 26,home,East Los Angeles,L,7-4,7,4,3,win,20180426_afdb,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
May 11,home,Glendale,W,5-4,5,4,1,win,20180511_a404,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
May 12,home,Glendale,W,8-5,8,5,3,win,20180512_a0c2,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
May 18,home,Saddleback,W,7-6,7,6,1,win,20180518_w2w1,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
May 20,home,Saddleback,W,3-2,3,2,1,win,20180520_mlit,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
May 26,home,San Joaquin Delta,L,7-6,7,6,1,win,20180526_mtpw,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
May 27,home,Orange Coast,L,10-4,10,4,6,win,20180527_1bqw,0,0,0,0,0.0,,,,0.00,,,2018,,Mt. San Antonio,mtsanantonio,mannygalvanhe59,Manny Galvan
