date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Apr 13,home,West Valley,W,15-10,15,10,5,win,20210413_40p8,0,0,0,0,1.0,2,,,0.00,,3,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
Apr 17,home,Monterey Peninsula,L,5-3,5,3,2,win,20210417_nxe5,0,0,0,0,2.0,,,,0.00,3,3,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
Apr 24,home,Mission,L,5-3,5,3,2,win,20210424_ew0v,0,0,0,0,1.0,2,1,1,9.00,1,2,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
Apr 29,home,Monterey Peninsula,W,4-1,4,1,3,win,20210429_8iy8,0,0,0,1,1.0,,,,0.00,,1,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 1,home,Monterey Peninsula,W,5-4,5,4,1,win,20210501_jvuq,0,0,0,1,1.0,,,,0.00,,,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 6,home,Ohlone,L,5-4,5,4,1,win,20210506_c679,0,0,1,0,0.0,1,1,1,INF,1,,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 8,home,Ohlone,L,12-4,12,4,8,win,20210508_5upy,0,0,0,0,1.0,,,,0.00,,2,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 15,home,Hartnell,W,13-4,13,4,9,win,20210515_k5jf,0,0,0,0,1.0,2,1,1,9.00,,1,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 18,home,West Valley,W,5-0,5,0,5,win,20210518_ur6u,0,0,0,0,1.0,,,,0.00,,1,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 25,home,West Valley,W,8-5,8,5,3,win,20210525_04vd,0,0,0,0,1.0,1,,,0.00,,,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
May 27,home,Mission,W,11-4,11,4,7,win,20210527_b6b0,0,0,0,1,1.1,,,,0.00,1,2,2021,,Cabrillo,cabrillo,justicenaraghig6vk,Justice Naraghi
