date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 2,home,LA Mission,W,10-6,10,6,4,win,20130202_94cl,0,0,0,0,1.0,1,1,1,9.00,,1,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Feb 5,home,Citrus,L,9-0,9,0,9,win,20130205_zron,0,0,0,0,1.0,3,2,2,18.00,0,1,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Feb 9,home,Palomar,L,7-6,7,6,1,win,20130209_u8x5,0,0,0,0,0.0,,,,0.00,,,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Feb 14,home,El Camino,W,10-8,10,8,2,win,20130214_lm9w,0,1,0,0,1.1,2,0,0,0.00,0,2,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Feb 15,home,West LA,W,12-2,12,2,10,win,20130215_mm60,0,0,0,0,0.0,,,,0.00,,,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Feb 16,home,El Camino,L,12-3,12,3,9,win,20130216_sr8j,0,0,0,0,0.0,,,,0.00,,,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Mar 2,home,Mt. San Jacinto,L,16-5,16,5,11,win,20130302_szeu,0,0,0,0,1.1,3,2,1,6.75,,2,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Mar 7,home,Desert,L,6-4,6,4,2,win,20130307_8qje,0,0,0,0,1.1,4,3,2,13.50,1,,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Mar 12,home,Cerro Coso,W,19-1,19,1,18,win,20130312_9pok,0,0,0,0,1.0,0,1,0,0.00,2,0,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
Apr 25,home,Victor Valley,W,11-0,11,0,11,win,20130425_mx0e,0,0,0,0,0.0,,,,0.00,,,2013,,San Bernardino,sanbernardino,tylerrahier7tun,Tyler Rahier
