date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Apr 23,home,Folsom Lake,W,18-16,18,16,2,win,20210423_9ua1,0,0,0,0,1.0,2,4,4,36.00,1,,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
Apr 30,home,American River,W,6-4,6,4,2,win,20210430_312z,0,1,0,0,3.0,4,2,2,6.00,1,1,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 8,home,Sacramento City,L,19-12,19,12,7,win,20210508_1n1s,0,0,0,0,2.0,5,3,3,13.50,,1,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 14,home,Folsom Lake,W,6-5,6,5,1,win,20210514_qgus,0,0,0,0,2.0,2,1,1,4.50,2,1,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 15,home,Folsom Lake,W,11-2,11,2,9,win,20210515_kyhq,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 21,home,American River,W,6-3,6,3,3,win,20210521_vsuh,0,1,0,0,2.0,4,,,0.00,,1,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 22,home,American River,W,4-1,4,1,3,win,20210522_4v8d,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 28,home,Sacramento City,L,14-12,14,12,2,win,20210528_qhvy,0,0,0,0,0.1,2,4,4,108.00,2,,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 29,home,Sacramento City,L,7-1,7,1,6,win,20210529_a5cc,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
May 29,home,Sacramento City,L,22-2,22,2,20,win,20210529_lu8l,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,Cosumnes River,cosumnesriver,ryanspeercgxq,Ryan Speer
