date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Fullerton,L,7-4,7,4,3,win,20230128_7j54,0,0,0,0,3.0,,,,0.00,,2,2023,2022-23,Cerritos,cerritos,renegalvanxtkv,Rene Galvan
Feb 2,home,LA Pierce,W,19-6,19,6,13,win,20230202_eopb,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cerritos,cerritos,renegalvanxtkv,Rene Galvan
Feb 4,home,San Joaquin Delta,L,12-8,12,8,4,win,20230204_el7y,0,0,0,0,1.0,1,,,0.00,,1,2023,2022-23,Cerritos,cerritos,renegalvanxtkv,Rene Galvan
