date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,San Joaquin  Delta,L,13-4,13,4,9,win,20140128_kvom,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Jan 31,home,Siskiyous,L,8-5,8,5,3,win,20140131_6r0a,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Feb 1,home,Siskiyous,W,6-2,6,2,4,win,20140201_95ca,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Feb 8,home,West Hills Coalinga,W,3-2,3,2,1,win,20140208_vri0,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Feb 15,home,De Anza,W,11-2,11,2,9,win,20140215_fk8u,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Feb 22,home,San Francisco,L,12-11,12,11,1,win,20140222_ca0k,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Feb 25,home,Ohlone,L,10-2,10,2,8,win,20140225_40eb,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Feb 27,home,Monterey,W,1-0,1,0,1,win,20140227_mihl,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Mar 5,home,Canada,L,6-4,6,4,2,win,20140305_v7qo,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Mar 18,home,San Francisco,W,4-2,4,2,2,win,20140318_te9x,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Apr 2,home,Chabot,L,13-7,13,7,6,win,20140402_eigo,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Apr 5,home,Ohlone,L,11-1,11,1,10,win,20140405_vghg,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Apr 10,home,Ohlone,L,5-1,5,1,4,win,20140410_iido,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Apr 17,home,Mission,L,13-2,13,2,11,win,20140417_fq0j,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
Apr 24,home,Hartnell,L,7-6,7,6,1,win,20140424_edih,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Gavilan,gavilan,alexhagiperosqsi5,Alex Hagiperos
