date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 11,home,Mt. San Jacinto,L,9-0,9,0,9,win,20170211_1qqb,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Feb 16,home,San Bernardino,L,7-2,7,2,5,win,20170216_qlqz,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Feb 22,home,West LA,W,7-1,7,1,6,win,20170222_1mk5,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Mar 7,home,LA Mission,W,13-2,13,2,11,win,20170307_9uwu,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Mar 16,home,Canyons,L,5-4,5,4,1,win,20170316_9u7f,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Mar 30,home,Antelope Valley,W,9-1,9,1,8,win,20170330_b7d5,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Apr 4,home,Victor Valley,W,19-6,19,6,13,win,20170404_351o,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Apr 13,home,Mt. San Antonio,L,9-1,9,1,8,win,20170413_d62v,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Apr 18,home,Canyons,L,15-5,15,5,10,win,20170418_ey9x,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
Apr 28,home,Barstow,W,12-3,12,3,9,win,20170428_vho9,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Citrus,citrus,danielescobedoxl1s,Daniel Escobedo
