date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 4,home,Chabot,L,7-6,7,6,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 7,home,Fresno City,W,5-1,5,1,4,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 7,home,Fresno City,L,4-3,4,3,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 8,home,Fresno City,W,11-6,11,6,5,win,20140208_lhen,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 20,home,Butte,W,6-5,6,5,1,win,20140220_jor5,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 21,home,Butte,W,5-4,5,4,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 22,home,Butte,W,3-1,3,1,2,win,20140222_8a6q,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 25,home,Los Medanos,W,6-5,6,5,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Feb 27,home,Los Medanos,W,10-7,10,7,3,win,20140227_dbqx,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 1,home,Solano,W,11-0,11,0,11,win,20140301_947p,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 6,home,Yuba,W,11-2,11,2,9,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 7,home,Reedley,W,5-2,5,2,3,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 8,home,Napa,W,8-1,8,1,7,win,20140308_8csh,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 11,home,American River,W,5-0,5,0,5,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 13,home,American River,W,7-3,7,3,4,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 14,home,American River,W,1-0,1,0,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 18,home,Santa Rosa,W,5-0,5,0,5,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 20,home,Santa Rosa,W,4-1,4,1,3,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 22,home,Santa Rosa,L,4-3,4,3,1,win,20140322_hqdq,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 25,home,Sierra,W,4-3,4,3,1,win,20140325_lo2a,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 27,home,Sierra,W,3-1,3,1,2,win,20140327_7svm,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Mar 28,home,Sierra,L,10-3,10,3,7,win,20140328_tqwg,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 2,home,Diablo Valley,L,1-0,1,0,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 3,home,Diablo Valley,L,2-1,2,1,1,win,20140403_1f98,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 5,home,Diablo Valley,W,4-2,4,2,2,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 8,home,San Joaquin  Delta,W,6-4,6,4,2,win,20140408_3wyw,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 10,home,San Joaquin  Delta,L,5-4,5,4,1,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 11,home,San Joaquin  Delta,W,5-3,5,3,2,win,20140411_6svx,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 14,home,Mendocino,W,11-2,11,2,9,win,20140414_z1ge,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 15,home,Cosumnes River,L,5-4,5,4,1,win,20140415_s8no,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 17,home,Cosumnes River,L,5-3,5,3,2,win,,,,,,,,,,,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 18,home,Cosumnes River,L,6-2,6,2,4,win,20140418_65lz,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 22,home,Modesto,W,9-5,9,5,4,win,20140422_yyin,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 24,home,Modesto,W,9-5,9,5,4,win,20140424_4wrc,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
Apr 26,home,Modesto,L,7-6,7,6,1,win,20140426_2ijc,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
May 2,home,Cabrillo,L,6-1,6,1,5,win,20140502_jc9t,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
May 3,home,Cabrillo,W,6-5,6,5,1,win,20140503_f98b,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
May 3,home,Cabrillo,L,4-2,4,2,2,win,20140503_99f0,0,0,0,0,0.0,,,,0.00,,,2014,,Sacramento City,sacramentocity,nelsonmunizrbor,Nelson Muniz
