date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 9,home,Long Beach,L,15-2,15,2,13,win,20220209_btc1,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Feb 22,home,Cypress,L,9-4,9,4,5,win,20220222_ivje,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Mar 1,home,LA Mission,L,9-3,9,3,6,win,20220301_ae8x,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Mar 2,home,Barstow,W,13-5,13,5,8,win,20220302_ugxb,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Mar 3,home,Imperial Valley,W,12-2,12,2,10,win,20220303_gafl,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Mar 17,home,Palomar,L,11-2,11,2,9,win,20220317_1z8q,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Mar 31,home,Imperial Valley,W,16-0,16,0,16,win,20220331_ikan,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Apr 14,home,San Diego City,W,16-7,16,7,9,win,20220414_t4m5,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Apr 23,home,Palomar,L,15-8,15,8,7,win,20220423_2s3s,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Apr 26,home,Southwestern,W,8-6,8,6,2,win,20220426_pe7h,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Apr 28,home,Southwestern,L,2-1,2,1,1,win,20220428_dwul,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
Apr 29,home,Southwestern,L,9-2,9,2,7,win,20220429_veu3,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
May 6,home,Riverside,L,12-9,12,9,3,win,20220506_5mq1,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
May 7,home,Riverside,L,9-5,9,5,4,win,20220507_58qz,0,0,0,0,0.0,,,,0.00,,,2022,,Grossmont,grossmont,brodieromero3ybo,Brodie Romero
