date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Barstow,L,9-1,9,1,8,win,20190131_9v8m,0,0,0,0,4.0,3,1,1,2.25,3,2,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Feb 7,home,Barstow,W,16-11,16,11,5,win,20190207_g2mt,0,0,0,0,2.2,3,1,1,3.38,1,4,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Feb 8,home,Cerro Coso,L,9-4,9,4,5,win,20190208_u2xd,0,0,0,0,0.0,,,,0.00,,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Feb 12,home,Victor Valley,L,6-1,6,1,5,win,20190212_3o0y,1,0,1,0,5.2,4,4,3,4.76,2,2,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Feb 15,home,Cerro Coso,L,13-1,13,1,12,win,20190215_r7jj,0,0,0,0,0.0,,,,0.00,,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Feb 19,home,West LA,L,11-0,11,0,11,win,20190219_6u62,1,0,1,0,3.0,7,5,5,15.00,1,2,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Feb 28,home,Mt. San Jacinto,L,11-3,11,3,8,win,20190228_hi61,0,0,0,0,0.0,,,,0.00,,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 1,home,Mt. San Jacinto,L,3-1,3,1,2,win,20190301_txsb,0,0,0,0,0.1,1,,,0.00,1,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 5,home,San Bernardino Valley,L,14-2,14,2,12,win,20190305_mgmh,0,0,0,0,0.0,,,,0.00,,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 7,home,San Bernardino Valley,L,11-3,11,3,8,win,20190307_bdkx,0,0,0,0,1.1,4,5,5,33.75,2,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 9,home,San Bernardino Valley,L,5-3,5,3,2,win,20190309_z74k,0,0,0,0,0.0,,,,0.00,,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 12,home,San Diego Mesa,L,10-4,10,4,6,win,20190312_9sbj,0,0,0,0,3.0,4,4,2,6.00,3,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 19,home,San Diego City,L,22-7,22,7,15,win,20190319_ti7a,0,0,0,0,6.2,14,11,11,14.85,2,3,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Mar 28,home,Grossmont,L,10-6,10,6,4,win,20190328_taon,0,0,1,0,0.2,2,4,3,40.50,1,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Apr 2,home,Palomar,L,17-2,17,2,15,win,20190402_ewss,0,0,0,0,1.0,3,3,,0.00,1,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Apr 9,home,Southwestern,L,12-7,12,7,5,win,20190409_yynn,0,0,0,0,2.0,4,3,3,13.50,2,3,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
Apr 18,home,Desert,L,15-2,15,2,13,win,20190418_5r9g,0,0,0,0,1.1,8,4,4,27.00,,,2019,,Imperial Valley,imperialvalley,julianmedinagjpn,Julian Medina
