date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Golden West,W,3-2,3,2,1,win,20190125_9lvd,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Jan 26,home,Golden West,W,15-4,15,4,11,win,20190126_bkzg,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Jan 29,home,Saddleback,W,7-4,7,4,3,win,20190129_k24w,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 1,home,Cerritos,W,6-1,6,1,5,win,20190201_xpoo,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 8,home,Irvine Valley,L,2-1,2,1,1,win,20190208_a2p7,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 9,home,Fullerton,W,2-0,2,0,2,win,20190209_sxb5,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 12,home,Pasadena City,W,5-4,5,4,1,win,20190212_96b3,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 16,home,Saddleback,L,12-11,12,11,1,win,20190216_azm3,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 19,home,Riverside,W,5-3,5,3,2,win,20190219_v5un,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 19,home,Riverside,L,8-0,8,0,8,win,20190219_274l,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Feb 21,home,Orange Coast,T,7-7,7,7,0,tie,20190221_hbry,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 6,home,Grossmont,W,4-1,4,1,3,win,20190306_d90y,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 13,home,Southwestern,L,4-3,4,3,1,win,20190313_gb3c,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 19,home,Desert,W,4-0,4,0,4,win,20190319_rqnu,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 21,home,Desert,W,16-1,16,1,15,win,20190321_beu9,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 23,home,Desert,W,16-2,16,2,14,win,20190323_o3ys,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 26,home,San Bernardino Valley,W,15-2,15,2,13,win,20190326_ktut,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 28,home,San Bernardino Valley,W,4-3,4,3,1,win,20190328_6xjh,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Mar 30,home,San Bernardino Valley,L,9-7,9,7,2,win,20190330_77a9,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 2,home,Imperial Valley,W,17-2,17,2,15,win,20190402_ewss,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 4,home,Imperial Valley,L,7-6,7,6,1,win,20190404_re47,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 6,home,Imperial Valley,W,6-4,6,4,2,win,20190406_udg3,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 9,home,San Diego City,L,5-4,5,4,1,win,20190409_q9zf,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 11,home,San Diego City,W,7-2,7,2,5,win,20190411_533k,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 16,home,Mt. San Jacinto,W,13-4,13,4,9,win,20190416_dzz8,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 18,home,Mt. San Jacinto,W,15-3,15,3,12,win,20190418_wp3k,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 20,home,Moorpark,W,12-5,12,5,7,win,20190420_46cg,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
Apr 26,home,San Diego Mesa,W,17-7,17,7,10,win,20190426_z8y4,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,Palomar,palomar,mitchellmoralez3k7w,Mitchell Moralez
