date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Rio Hondo,W,4-2,4,2,2,win,20170128_f0ty,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Jan 31,home,Porterville,L,3-1,3,1,2,win,20170131_wmui,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 2,home,Imperial Valley,W,6-3,6,3,3,win,20170202_6qre,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 9,home,LA Valley,W,11-10,11,10,1,win,20170209_qy23,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 10,home,LA Valley,W,11-3,11,3,8,win,20170210_hywg,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 11,home,LA Valley,L,5-2,5,2,3,win,20170211_91uy,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 16,home,Taft,L,4-3,4,3,1,win,20170216_bnto,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 19,home,West Hills Coalinga,L,14-7,14,7,7,win,20170219_elbp,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 23,home,Cerro Coso,L,15-10,15,10,5,win,20170223_dveh,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 25,home,Cerro Coso,L,31-3,31,3,28,win,20170225_8fu0,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 25,home,Cerro Coso,L,15-6,15,6,9,win,20170225_66yd,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Feb 28,home,Taft,L,4-3,4,3,1,win,20170228_8vut,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 2,home,Ventura,L,6-0,6,0,6,win,20170302_lny6,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 4,home,Ventura,W,3-2,3,2,1,win,20170304_7uvf,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 9,home,Barstow,L,8-2,8,2,6,win,20170309_ajo9,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 11,home,Citrus,L,2-1,2,1,1,win,20170311_z3mz,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 14,home,Canyons,L,11-3,11,3,8,win,20170314_t6n6,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 23,home,Barstow,L,11-1,11,1,10,win,20170323_ynwo,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Mar 30,home,Citrus,L,9-1,9,1,8,win,20170330_b7d5,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Apr 7,home,Canyons,L,11-3,11,3,8,win,20170407_ljk9,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Apr 10,home,Porterville,L,11-2,11,2,9,win,20170410_eh9g,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
Apr 11,home,Rio Hondo,W,11-10,11,10,1,win,20170411_hiy8,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,Antelope Valley,antelopevalley,frankielinstromss8i,Frankie Linstrom
