date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 29,home,LA Mission,L,6-2,6,2,4,win,20150129_2srr,1,0,1,0,5.0,8,4,4,7.20,0,5,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Feb 5,home,Cypress,L,2-0,2,0,2,win,20150205_ml2m,1,0,1,0,8.0,8,2,2,2.25,2,4,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Feb 12,home,El Camino,L,5-0,5,0,5,win,20150212_2rez,1,0,1,0,8.0,14,5,3,3.38,1,6,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Feb 17,home,El Camino-Compton Center,W,9-6,9,6,3,win,20150217_920x,0,0,0,1,1.0,,,,0.00,,,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Feb 21,home,Barstow,L,9-3,9,3,6,win,20150221_xemq,1,0,1,0,5.1,11,7,7,11.81,1,5,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Feb 24,home,Cerro Coso,W,27-6,27,6,21,win,20150224_bprz,0,0,0,0,0.0,,,,0.00,,,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Feb 28,home,Victor Valley,L,7-6,7,6,1,win,20150228_xaq9,1,0,0,0,7.0,10,5,3,3.86,3,8,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Mar 7,home,Rio Hondo,L,6-5,6,5,1,win,20150307_1he3,1,0,0,0,7.2,9,5,4,4.70,1,4,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Mar 14,home,Barstow,W,8-2,8,2,6,win,20150314_3sjw,1,1,0,0,7.0,7,2,1,1.29,2,4,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Mar 21,home,Cerro Coso,W,9-6,9,6,3,win,20150321_3zwu,1,1,0,0,7.2,5,4,2,2.35,1,7,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Apr 2,home,Victor Valley,W,11-2,11,2,9,win,20150402_pr7u,1,1,0,0,7.1,4,1,0,0.00,0,7,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Apr 9,home,Desert,W,12-2,12,2,10,win,20150409_79wp,1,1,0,0,6.0,7,2,2,3.00,2,5,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Apr 16,home,Chaffey,L,6-2,6,2,4,win,20150416_uwx1,1,0,1,0,8.1,14,5,4,4.32,1,5,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
Apr 23,home,Rio Hondo,W,21-7,21,7,14,win,20150423_n3uv,1,1,0,0,7.2,16,7,2,2.35,1,2,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
May 2,home,Saddleback,L,11-3,11,3,8,win,20150502_lypr,0,0,0,0,1.0,3,6,6,54.00,4,,2015,,San Bernardino,sanbernardino,brandonconlinwcjz,Brandon Conlin
