date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Desert,L,7-3,7,3,4,win,20160127_d92v,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Jan 30,home,Golden West,W,4-3,4,3,1,win,20160130_ay5n,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Feb 6,home,Fullerton,W,7-5,7,5,2,win,20160206_srdy,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Feb 9,home,Orange Coast,W,6-3,6,3,3,win,20160209_ry0j,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Feb 11,home,Desert,W,6-4,6,4,2,win,20160211_77cz,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Feb 12,home,San Bernardino,W,4-3,4,3,1,win,20160212_ktxo,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Feb 18,home,Orange Coast,L,8-7,8,7,1,win,20160218_0cr4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Feb 23,home,Glendale,L,14-6,14,6,8,win,20160223_zuua,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Mar 5,home,Imperial Valley,W,19-2,19,2,17,win,20160305_unoa,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Mar 11,home,San Diego City,W,6-5,6,5,1,win,20160311_8ida,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Mar 15,home,Grossmont,L,1-0,1,0,1,win,20160315_yrpf,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Mar 17,home,Grossmont,W,10-6,10,6,4,win,20160317_jfk5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Mar 19,home,Grossmont,L,6-1,6,1,5,win,20160319_bftq,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Mar 31,home,Mt. San Jacinto,L,9-7,9,7,2,win,20160331_ngup,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Apr 2,home,Mt. San Jacinto,W,18-0,18,0,18,win,20160402_idr5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Apr 5,home,Imperial Valley,W,15-1,15,1,14,win,20160405_yuro,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Apr 8,home,Imperial Valley,W,15-1,15,1,14,win,20160408_jfm5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Apr 26,home,San Diego City,W,12-1,12,1,11,win,20160426_ztks,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Apr 28,home,San Diego City,W,11-4,11,4,7,win,20160428_vdl6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
Apr 29,home,San Diego City,W,10-4,10,4,6,win,20160429_lvwv,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Palomar,palomar,shaneolsone9mf,Shane Olson
