date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 10,home,Ohlone,L,16-3,16.0,3.0,13,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Feb 10,home,Ohlone,L,16-3,16.0,3.0,13,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Feb 20,home,Folsom Lake,L,12-2,12.0,2.0,10,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Feb 20,home,Folsom Lake,L,13-2,13.0,2.0,11,win,20220220_kyo6,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Feb 24,home,Modesto,W,7-5,7.0,5.0,2,win,20220224_ix7l,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Feb 25,home,Modesto,L,5-1,5.0,1.0,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 1,home,Porterville,W,12-6,12.0,6.0,6,win,20220301_skcc,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 3,home,Porterville,W,7-2,7.0,2.0,5,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 8,home,Fresno City,L,10-2,10.0,2.0,8,win,20220308_7y7d,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 9,home,Porterville,W,7-5,7.0,5.0,2,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 10,home,Fresno City,L,20-5,20.0,5.0,15,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 12,home,Fresno City,L,13-2,13.0,2.0,11,win,20220312_652a,0.0,0.0,0.0,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,1.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 15,home,Merced,L,13-6,13.0,6.0,7,win,20220315_kkqo,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 17,home,Merced,L,13-1,13.0,1.0,12,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 20,home,Merced,L,10-3,10.0,3.0,7,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 22,home,Taft,W,7-4,7.0,4.0,3,win,20220322_vmue,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 24,home,Taft,L,4-2,4.0,2.0,2,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 26,home,Taft,L,17-1,17.0,1.0,16,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 29,home,Sequoias,L,11-4,11.0,4.0,7,win,20220329_alf5,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Mar 31,home,Sequoias,L,5-1,5.0,1.0,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 2,home,Sequoias,L,7-5,7.0,5.0,2,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 5,home,Reedley,L,11-2,11.0,2.0,9,win,20220405_jjcl,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 7,home,Reedley,L,12-2,12.0,2.0,10,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 9,home,Reedley,L,9-6,9.0,6.0,3,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 13,home,Antelope Valley,L,7-5,7.0,5.0,2,win,20220413_4pam,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 19,home,Reedley,L,6-2,6.0,2.0,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 21,home,Merced,L,8-6,8.0,6.0,2,win,20220421_8wme,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 23,home,Porterville,W,7-6,7.0,6.0,1,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 26,home,Taft,L,5-4,5.0,4.0,1,win,20220426_55wm,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 29,home,Sequoias,L,17-5,17.0,5.0,12,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Apr 30,home,Fresno City,L,4-0,4.0,0.0,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,,West Hills Coalinga,westhillscoalinga,karterpatej4ao,Karter Pate
Jan 27,home,Fullerton,L,12-0,12.0,0.0,12,win,,,,,,,,,,,,,,,,,,,,,,,2022,,Cerritos,cerritos,isaacsandovalb9aj,Isaac Sandoval
Jan 29,home,Fullerton,L,2-1,2.0,1.0,1,win,,,,,,,,,,,,,,,,,,,,,,,2022,,Cerritos,cerritos,isaacsandovalb9aj,Isaac Sandoval
